,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,
938,为民公考-黄药师,09月01日 20:54,//weibo.com/6041074160/M3LXMFMHn?refer_flag=1001030103_,2022年9月1日四川宜宾市直机关遴选面试题（民革、民建市委）#为民公考面试真题回放# 统战部组织面试1.实心干事，科学作为，结合岗位，谈谈你的看法？2.重庆山火，明火灭后你作为当地的消防安全干部应该怎么做？3.你作为统战干部的优势和劣势？ ?,yellow,2,0,3,122
939,白白白看你三大爷,09月01日 20:54,//weibo.com/2597398357/M3LXKk6Gm?refer_flag=1001030103_,#思源驰援重庆山火#我在“思源驰援重庆山火”项目捐款成功！希望我小小的力量和@DreamRainxu 一起，在大大的世界里温暖更多人。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,ip,0,0,0,90
940,王一博85摩托,09月01日 20:53,//weibo.com/7766849860/M3LXsgpKe?refer_flag=1001030103_,#思源驰援重庆山火#与爱同路，让爱回家。我在“思源驰援重庆山火”项目捐款成功！愿我和@水流鸣 一起放大爱的力量！@中华思源工程扶贫基金会 思源驰援重庆山火 ?,ip,0,0,0,79
941,玛纳斯检察,09月01日 20:53,//weibo.com/2915744911/M3LXdceS9?refer_flag=1001030103_,#玛检微转##我为群众办实事#【#重庆家长为灭山火耽误儿子迁户入学#，民警开通绿色通道】近日，重庆渝北一家长去当灭火志愿者，却错过了为孩子上学迁户口的时间。警方了解情况后，开辟了绿色通道，赶在开学前帮其解决了户口问题。民警说：“不能让英雄流血又流泪！”安哥：你为大家舍小家，我用真情暖真心。@重庆长安网 L中国长安网的微博视频 收起d,blue,0,0,0,167
942,北京昌平,09月01日 20:53,//weibo.com/2518353303/M3LXcDUaB?refer_flag=1001030103_,#昌平动态# 【昌平萌娃#开学#啦！】愉快的假期结束了，告别了爸爸妈妈，带着希望，带着憧憬，昌平萌娃新学期开始啦！快跟着平平去看看萌娃们的开学第一天！#重庆家长为灭山火耽误儿子迁户入学# L北京昌平的微博视频 ?,blue,0,0,3,106
943,肖兔兔赞赞,09月01日 20:52,//weibo.com/1809129624/M3LWXzISU?refer_flag=1001030103_,#思源驰援重庆山火# 为爱前行，我一直在路上。我在“思源驰援重庆山火”项目捐款成功！@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,yellow,0,0,1,76
944,平安河西,09月01日 20:52,//weibo.com/5347262530/M3LWUkNYt?refer_flag=1001030103_,#我为群众办实事#【#重庆家长为灭山火耽误儿子迁户入学#，民警开通绿色通道】近日，重庆渝北一家长去当灭火志愿者，却错过了为孩子上学迁户口的时间。警方了解情况后，开辟了绿色通道，赶在开学前帮其解决了户口问题。民警说：“不能让英雄流血又流泪！”安哥：你为大家舍小家，我用真情暖真心。@重庆长安网 L中国长安网的微博视频 收起d,blue,0,0,1,161
945,亚布力人民检察,09月01日 20:51,//weibo.com/3168946765/M3LWrl51k?refer_flag=1001030103_,#我为群众办实事#【#重庆家长为灭山火耽误儿子迁户入学#，民警开通绿色通道】近日，重庆渝北一家长去当灭火志愿者，却错过了为孩子上学迁户口的时间。警方了解情况后，开辟了绿色通道，赶在开学前帮其解决了户口问题。民警说：“不能让英雄流血又流泪！”安哥：你为大家舍小家，我用真情暖真心。@重庆长安网 L中国长安网的微博视频 收起d,blue,12,33,55,161
946,昆仑墟丁云齐归来,09月01日 20:50,//weibo.com/7527407641/M3LWcfQcd?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#各方面应该去开通绿色通道，尽快让孩子上学啊 ?,None,0,0,2,41
947,天津反邪教,09月01日 20:50,//weibo.com/5918987876/M3LWbBZpw?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#开学如何护安全# L铁骥视频的微博视频 收起d,blue,0,0,0,202
948,都市条形码,09月01日 20:50,//weibo.com/1676228365/M3LVTmba9?refer_flag=1001030103_,【云南森林消防吃上重庆火锅！隔空喊话“折耳根兄弟”……】最近，咱们云南森林消防火了！在重庆完成山火扑救的任务后，热情的重庆人民和网友们给他们带上了特色的火锅底料回家，8月31日晚上，在云南省森林消防总队特勤大队，150多名消防员的重庆火锅宴开餐了，他们也有话想对大家说。O云南森林消防吃上重庆火锅！隔空喊话“折耳根兄弟”…… 收起d,blue,0,0,3,166
949,白水检察,09月01日 20:49,//weibo.com/5126842016/M3LVKt9xl?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#蓝V视界##开学季##   L铁骥视频的微博视频 收起d,blue,0,8,7,207
950,-Amy小阿玉-,09月01日 20:49,//weibo.com/1617260111/M3LVJg5Ut?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#这个后期应该给办了，不能让好人心寒 ?,yellow,0,1,1,37
951,风吹雨夜阑卧听,09月01日 20:48,//weibo.com/1668691467/M3LVrwcSc?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#这事特事特办我也支持，但我有个疑问??难道孩子迁户只能在开学前一点时间么？北碚山火都是21号左右的事情，25号早上就宣布成功了，25号之后还不够办理？或者说家长在21号之前干嘛去了？是不是拖延症？本来可以早早安排妥当的事情硬是来走了个特殊程序。那是遇到你有个理由说是北碚山火当志愿者耽误了哟，要是没有这事，你就耽误孩子了…孩子读书的事情是大事，马虎不得哟…家长自己该长点心… 收起d,None,0,0,7,209
952,新浪宁波,09月01日 20:48,//weibo.com/1767760462/M3LV9wVXw?refer_flag=1001030103_,#热门新闻#【#重庆家长为灭山火耽误儿子迁户入学# 民警得知后为其开通绿色通道】“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题（铁骥视频）L铁骥视频的微博视频 收起d,blue,0,0,1,188
953,平安泸县,09月01日 20:47,//weibo.com/5201000633/M3LV29Ryn?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#蓝V视界##开学季##   L铁骥视频的微博视频 收起d,blue,0,5,4,207
954,重师青年,09月01日 20:46,//weibo.com/1989875622/M3LUD2TgV?refer_flag=1001030103_,#重师茶话会##在重庆战山火是种什么体验# 8月中旬以来，由于持续的高温干旱天气，重庆市多个区域先后发生森林火灾。正因为有一群不畏生死，一切只为战山火，保家国的勇士，山火最终得以扑灭。总有人勇敢无畏地替我们负重前行，那些震撼人心的画面让人破防。你们有什么话想对战山火的勇士们说呢 收起d,blue,0,0,0,143
955,淮安法院,09月01日 20:46,//weibo.com/1980893324/M3LUBjJCg?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#蓝V视界##开学季##   L铁骥视频的微博视频 收起d,blue,0,11,9,207
956,AI视力养护一侯公子,09月01日 20:46,//weibo.com/1817643482/M3LUAohlt?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#开特例吧 ?,None,0,0,1,24
957,浩瀚Mk,09月01日 20:45,//weibo.com/2716634003/M3LUbA2Kk?refer_flag=1001030103_,一个台湾网友关于重庆山火的评价，说到了中国令美国生畏的本质。“中国重庆火烧山，中国14000多人上山救火，10天的时间挡下火灾，年轻人、百姓、军人、消防员，这动员很夸张，而且是自发性的，年轻人骑着摩托车载冰块上山，连夜上山救火，消防人员累到脱水力悴，灭火之后全体在山上喊胜利，这在国外是不可见的，基本上都是放给他烧，在边边挡一些路起来。美国惧怕中国的原因就是这个，在二战时中美陆军对战上他们就知道团结的中国是很可怕的。” 收起d,None,0,0,0,214
958,甘肃阿克塞交警,09月01日 20:45,//weibo.com/2676601551/M3LU6yD7D?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】“不能让灭火英雄既流血又流泪。”8月31日，重庆，张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。警方了解情况后，为张女士一家开通了绿色通道，赶在开学前解决解决了问题。L平安渝北的微博视频 收起d,blue,0,0,0,158
959,旅游咨询服务处,09月01日 20:44,//weibo.com/7777636486/M3LTPqnyp?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#请给于补办，不能让志愿者寒心 ?,None,0,0,0,34
960,顺庆公安,09月01日 20:43,//weibo.com/1307197312/M3LT5lJCO?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#开学如何护安全# L铁骥视频的微博视频 收起d,blue,0,0,0,202
961,青年无人机飞行手,09月01日 20:42,//weibo.com/2839932897/M3LT02Kn6?refer_flag=1001030103_,咱们女性有力量！人间有爱暖人心我们都知道，近日由于长久的高温天气，造成了重庆北培地区的山火，然而经过了官民一家亲，团结一心的努力救火，现在已经得到了扑灭。而这场救灾过程当中展现出了我们强烈的民族情感。灾情结束后，有非常非常多的女性报名参与志愿者，主动请愿，上山清理这些灾后垃圾。现场的志愿者们，都在不同的区域对垃圾进行清理，以人传人的方式去接龙，把垃圾输送出来最后用车辆运走。这种时刻就展现了女性的力量，展现了中华民族的精神，团结一心的精神。这一次的山火救援展现出了山城人的昂扬的精神面貌，众志成城的心。这是今年最美的风景线，他们的行为，为全国人民都做出了一个优秀的榜样。当年在抗战时期，川军的牺牲数量占最大的全国的首位。后人在提到当年的川军风采，都连连佩服。川渝人民拥有着美好的高贵品质，展现出了团结一心，为国献身的精神。而川渝的女子，不论是在现场救火的女骑手，还是在灾后帮助清理山上垃圾的女志愿者，都是女性们的好榜样，值得我们学习和赞叹，她们每个人都展现出了女性同胞的风采，展现出了女性的力量。 收起d,None,0,0,1,453
962,ximalaya2020,09月01日 20:42,//weibo.com/1907445023/M3LSMltQb?refer_flag=1001030103_,#思源驰援重庆山火#小善意，大温暖。我在“思源驰援重庆山火”项目捐款成功！和@你眼里有星辰大海xz 一起用善举温暖更多心灵！@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,0,85
963,喜欢就收藏么么哒,09月01日 20:42,//weibo.com/2804873180/M3LSIera8?refer_flag=1001030103_,【#重庆女娃连续5天骑行送救火物资#】“我得行！”近日，重庆璧山发生山火。吴朴慧得知前方需要支援，摩托车技好的她主动来运送物资，一干就是五天。每天在山路上往返30多个来回，有两天熬了通宵，累得枕在椅子上就能睡着。男友也跟她一路上山参与救援。网友：#戴蝴蝶结头盔的她真飒#！O吴朴慧，你和你的蝴蝶结真美！ 收起d,None,0,0,0,155
964,大庆市中级人民法院,09月01日 20:42,//weibo.com/3876342106/M3LSE9Aci?refer_flag=1001030103_,大庆中级法院#我为群众办实事#【#重庆家长为灭山火耽误儿子迁户入学#，民警开通绿色通道】近日，重庆渝北一家长去当灭火志愿者，却错过了为孩子上学迁户口的时间。警方了解情况后，开辟了绿色通道，赶在开学前帮其解决了户口问题。民警说：“不能让英雄流血又流泪！”安哥：你为大家舍小家，我用真情暖真心。（中国长安网） L中国长安网的微博视频 收起d,blue,11,11,4,169
965,凌晨三点半看越越,09月01日 20:41,//weibo.com/6542434295/M3LSz8bpL?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#对好人的尊重要落实在行动上，你们做到了，点赞！ ?,gold,0,0,1,43
966,名臣公考杜飞,09月01日 20:41,//weibo.com/3482377260/M3LSr9tBH?refer_flag=1001030103_,2022年9月1日四川宜宾市直机关遴选面试题（民革、民建市委）统战部组织面试第一题、实心干事，科学作为，结合岗位，谈谈你的看法？第二题、重庆山火，明火灭后你作为当地的消防安全干部应该怎么做？第三条你作为统战干部的优势和劣势？遴选#面试真题##名臣公考##名臣面试杜飞# ?,ip,0,0,0,137
967,中国交通广播,09月01日 20:41,//weibo.com/2789194754/M3LSqwK5Y?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。  L铁骥视频的微博视频 收起d,blue,0,0,3,194
968,青年无人机飞行手,09月01日 20:40,//weibo.com/2839932897/M3LS14UE4?refer_flag=1001030103_,大灾大难中，尽显巾帼儿女本色在古代，我们都知道有花木兰这个英雄展现出了我们中华儿女的好本色，我们中华巾帼不让须眉的精神，而在现代这次重庆山火的灾难当中，有一位女棋手也展现出了花木兰的精神，她就叫吴朴慧，也是个年轻的姑娘，但是当她知道火灾前线需要摩托车手的时候，她毅然决然地开着自己的摩托车。参与到了这场救援当中，在这场救援当中来回往返，十分的卖力输送物资。而她平时是一个晚上都不敢走夜路的女孩，很怕黑。然而在面对这种大是大非大灾大难之前毫不犹豫。在救灾的现场，晚上她都是一个人下山，四周都是漆黑的，什么都看不见。但是她一点儿都感觉不到害怕，因为长时间的背这些沉重的物资，她的肩膀也红肿了，但她并不在乎。而她的男友和她车行里面的兄弟也都一起加入了志愿者队伍。她说，我是一个重庆人，我平时也喜欢机车，给自己家乡救火，这是义不容辞的，就是我的责任。吴朴慧是一位美丽的女骑手，她的头盔上有一个蝴蝶结标志，大家都称呼他为蝴蝶结骑士。在这样艰苦的环境下，她身上的衣服被汗水沁透了，但她依然坚持紧盯在现场。因为她怕回家往返太耽误救援时间。吴朴慧是尽显了女性本色，是我们女性的楷模，也是所有有志之士的楷模，它展现了我们女性精神和女性力量，勇敢，卓越，爱国奉献。 收起d,None,1,0,3,526
969,一点资讯,09月01日 20:40,//weibo.com/3515267842/M3LRPhQ42?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。L铁骥视频的微博视频 收起d,blue,0,0,2,192
970,青年无人机飞行手,09月01日 20:39,//weibo.com/2839932897/M3LRr30Vs?refer_flag=1001030103_,山火无情，人间有情在重庆缙云山救火期间，摩托车手们每天都赶来运送物资，火灾现场空气都是滚烫的，浓烟滚滚，令人呼吸都成为困难，而山路过于陡峭狭窄，山坡多，山坡陡，路面泥巴松松散散，格外的不好走，就连很多的职业摩托车手都很难应对这样的情况，山路太具有挑战性。面对这样的情况，大家想了想，最后决定用人传人的方式来解决，办法总比困难多。物资运送的速度是不能受到影响的，于是他们最后决定人力、摩托车一同协作，摩托车先把物资送到坡路前面，再由人力肩扛手提，就这么攀登着爬上去。现场的志愿者越来越多，大家自发的组成了一道“人墙”传送带，将物资人传人输送出去，有很多志愿者中暑，腹泻呕吐头晕，种种情况频发，但是在休息过后，稍有恢复后，他们又再次投入救火队伍当中，而摩托车队的这些骑手因为救援，每个人的爱车都有不同程度的磨损，但这些都浇不灭他们救援的心，现场还有会修车的00后，为大家义务修车，一刻都不停歇，手掌上都磨出了茧子。缙云山是他们的家，爱自己的土地，为自己的土地献出一份力量，他们不觉得苦，不觉得这是奉献，他们说，这就是他们应该做的。每个重庆山城人，都是义不容辞的。山火无情，但人间有情，这片土地上，有最可爱的人，民族精神就是如此，民族情感就是如此！ 收起d,None,0,0,0,525
971,绍虞城事通,09月01日 20:38,//weibo.com/6910453729/M3LRpfrVY?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。@铁骥视频 L铁骥视频的微博视频 收起d,blue,0,0,0,198
972,广西反邪教,09月01日 20:38,//weibo.com/5885640466/M3LRmAPjB?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#蓝V视界##开学季##广西反邪快讯# L铁骥视频的微博视频 收起d,blue,0,0,0,212
973,南铁漳州车务段,09月01日 20:38,//weibo.com/2532123653/M3LRdqah1?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#蓝V视界##开学季##   L铁骥视频的微博视频 收起d,blue,5,3,2,207
974,HoeKun_August,09月01日 20:37,//weibo.com/6977423462/M3LQL7B3Z?refer_flag=1001030103_,乐启新程！2022#微博音乐盛典#来袭！我推荐蔡徐坤，快来跟我一起音乐+年华！微博音乐盛典#蔡徐坤为重庆捐赠救灾物资#cxk#蔡徐坤为重庆山火救援捐款#@蔡徐坤 O2022微博音乐盛典乐启新程 ?,None,0,0,1,99
975,HoeKun_August,09月01日 20:37,//weibo.com/6977423462/M3LQGq0j5?refer_flag=1001030103_,乐启新程！2022#微博音乐盛典#来袭！我推荐蔡徐坤2021个人巡回演唱会，快来跟我一起让更多人听到蔡徐坤2021个人巡回演唱会！微博音乐盛典#蔡徐坤为重庆捐赠救灾物资#cxk#蔡徐坤为重庆山火救援捐款#@蔡徐坤 O2022微博音乐盛典乐启新程 ?,None,0,0,0,125
976,百世快运,09月01日 20:37,//weibo.com/5596286925/M3LQD9Za2?refer_flag=1001030103_,发布了头条文章：《风“渝”同舟|驰援重庆山火，快运人星夜兼程》  O风“渝”同舟|驰援重庆山火，快运人星夜兼程 ?,blue,0,0,0,57
977,琪琪紫雪,09月01日 20:37,//weibo.com/7761776819/M3LQD6HwY?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#为民警点赞父母是孩子的榜样 ?,None,0,0,1,33
978,就怕停电,09月01日 20:36,//weibo.com/1236169007/M3LQAvmGt?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学# 耽误后，绿色通道两天办好。说明只要想干，是能干成的，但是需要理由。一般就是“托关系”。碰到这类热点的不多。 ?,ip,0,0,2,74
979,SoSo想静一会儿,09月01日 20:36,//weibo.com/5409404175/M3LQtC0QW?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#各方一经核实应尽快给予补办手续，因工作灭山火的人舍小家为了大家，他也是一名普通家长，孩子入学是每个家庭的大事 ?,yellow,0,0,10,74
980,仪陇公安,09月01日 20:36,//weibo.com/5104658594/M3LQmwyyt?refer_flag=1001030103_,#我为群众办实事#【#重庆家长为灭山火耽误儿子迁户入学#，民警开通绿色通道】近日，重庆渝北一家长去当灭火志愿者，却错过了为孩子上学迁户口的时间。警方了解情况后，开辟了绿色通道，赶在开学前帮其解决了户口问题。民警说：“不能让英雄流血又流泪！”安哥：你为大家舍小家，我用真情暖真心。@重庆长安网 L中国长安网的微博视频 收起d,blue,4,0,1,161
981,南溪发布,09月01日 20:36,//weibo.com/3808758652/M3LQl8uS9?refer_flag=1001030103_,【开学第一课，#这个夏天教会了我们什么#】高温下坚守的劳动者，诠释了责任的意义；重庆山火的救援力量，彰显着无畏的价值。驰而不息，超越自我，戳图↓在这个夏天，你学到了什么？#加油新学期#O网页链接 ???,blue,0,0,1,101
982,陶盆里的鱼,09月01日 20:34,//weibo.com/2650550425/M3LPHcMtL?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#这个操作很重庆，规律是死的人是活的，工作是为了推进做事，而不是添堵。对于有些各种证明，各种手续，各种环节的工作模式，首先必须肯定有利于提升规范性，但是如果死扣规则，完全没有变通，那么请把他们全部开除，换机器，效果更好。 ?,yellow,0,1,9,129
983,刘成春,09月01日 20:33,//weibo.com/1599589333/M3LPbk8ir?refer_flag=1001030103_,重庆市体育总局。对重庆缙云山山火救援车手代表表示感谢，并承诺支持重庆越野摩托事业的发展……这回得到了政府的表彰，实至名归。重庆越野摩托车队，对重庆山火的扑灭做出了杰出的贡献，值得表彰……#重庆体育总局感谢重庆山火救援车手代表##重庆山火# L刘成春的微博视频 ?,gold,1,4,9,131
984,尾巴耳朵都姓朱,09月01日 20:33,//weibo.com/2568684861/M3LP06vLJ?refer_flag=1001030103_,又刷了一遍《流浪地球》电影里的饱和式救援在经历重庆山火这种事件后才能理解，饱和式救援只有中国人能做到。 ?,None,0,0,0,53
985,淇jia祺,09月01日 20:32,//weibo.com/6254006375/M3LOUsnLW?refer_flag=1001030103_,#思源驰援重庆山火# 为爱前行，我一直在路上。我在“思源驰援重庆山火”项目捐款成功！@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,None,0,0,0,76
986,网易号,09月01日 20:32,//weibo.com/3231534372/M3LOH8uu3?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#开学季# L铁骥视频的微博视频 收起d,blue,0,0,0,177
987,海螺与鲸,09月01日 20:31,//weibo.com/7532194934/M3LOm9HSq?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”感动！ ?,yellow,0,0,1,70
988,Coisini坚果,09月01日 20:31,//weibo.com/7539033990/M3LOdCD5J?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#人品以正直为贵，心地以善良为贵。情感以真挚为贵，性格以坚韧为贵。待人以诚恳为贵，处世以谦让为贵。学问以通达为贵，技艺以专精为贵。言语以简明为贵，行动以稳健为贵。衣饰以得体为贵，饮食以素淡为贵。养身以寡言为贵，治家以勤俭为贵。做人以信仰为贵，做事以尽心为贵。 收起d,yellow,0,0,1,150
989,bestvine,09月01日 20:30,//weibo.com/1324949015/M3LO8A8Kk?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#挺好的事情，我们的社会应该奖励这些为大家做出贡献的人。 ?,None,0,0,0,47
990,中国长安网,09月01日 20:30,//weibo.com/5617030362/M3LO50l4O?refer_flag=1001030103_,#我为群众办实事#【#重庆家长为灭山火耽误儿子迁户入学#，民警开通绿色通道】近日，重庆渝北一家长去当灭火志愿者，却错过了为孩子上学迁户口的时间。警方了解情况后，开辟了绿色通道，赶在开学前帮其解决了户口问题。民警说：“不能让英雄流血又流泪！”安哥：你为大家舍小家，我用真情暖真心。@重庆长安网 L中国长安网的微博视频 收起d,blue,105,31,101,161
991,杭州网,09月01日 20:30,//weibo.com/1036713140/M3LNLxgFR?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学# ：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#蓝V视界# #开学季# （铁骥视频）L铁骥视频的微博视频 收起d,blue,0,0,0,212
992,海闪点点,09月01日 20:29,//weibo.com/2639262683/M3LNzqoYe?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#特事特办为英雄开辟绿色通道，不让英雄流血又流泪！ ?,yellow,0,0,1,44
993,滨城区融媒体中心,09月01日 20:29,//weibo.com/7454280466/M3LNttzUz?refer_flag=1001030103_,滨城融媒讯#滨城融媒#【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#蓝V视界##开学季# L铁骥视频的微博视频 收起d,blue,0,0,1,215
994,懒小咩mo,09月01日 20:28,//weibo.com/7304030494/M3LNiiaqC?refer_flag=1001030103_,#重庆家长为灭山火耽误儿子迁户入学#解决了就挺好的 ?,ip,0,0,0,27
995,攀枝花平安钒钛园区,09月01日 20:27,//weibo.com/5186868864/M3LMUBrr9?refer_flag=1001030103_,【#重庆家长为灭山火耽误儿子迁户入学#：民警得知后为其开通绿色通道】#民警为灭火家庭开通绿色通道#“不能让灭火英雄既流血又流泪。”8月31日，重庆。张女士的儿子户口在四川老家，由于其丈夫前段时间前去北碚当灭火志愿者，错过了为孩子上学迁户重庆的时间。@平安渝北 警方了解情况后，为张女士一家开通了绿色通道，仅两个工作日就完成了迁户工作，赶在开学前解决了问题。#蓝V视界##开学季##   L铁骥视频的微博视频 收起d,blue,0,1,1,207
